,dates,Class M,Class S,Class I,Class P,Policy Passed,Conflict Indicator
1600,2016,1,0,0,0,1,1
1601,2017,1,0,0,0,0,1
1602,2018,1,0,0,0,0,1
1603,2019,1,0,1,0,0,1
1604,2014,1,0,0,0,0,1
1605,2013,1,0,0,0,0,1
1606,2003,1,0,0,0,0,1
1607,2003,1,0,0,0,1,1
1608,2002,1,0,0,0,0,0
1609,2006,1,0,0,0,0,0
1610,2019,1,0,0,0,0,1
1611,2010,0,0,0,0,0,0
1612,2008,1,0,0,0,1,0
1613,2000,0,0,0,0,0,0
1614,2005,1,0,0,0,0,0
1615,2002,1,0,0,0,0,1
1616,2007,1,0,0,1,0,1
1617,2019,1,0,0,0,0,0
1618,2011,1,0,0,0,0,1
1619,2018,1,0,0,0,0,0
1620,2004,1,0,0,0,1,1
1621,2006,1,0,0,0,0,0
1622,2013,1,0,0,0,1,0
1623,2015,1,0,0,0,1,1
1624,2005,0,0,0,0,0,1
1625,1994,1,1,0,0,1,1
1626,1998,1,0,0,0,1,0
1627,2010,1,0,0,0,0,1
1628,2019,1,0,0,0,0,1
1629,2008,1,0,0,0,0,1
1630,1997,1,0,0,0,0,1
1631,2009,1,0,0,0,0,1
1632,2019,1,0,0,0,1,0
1633,1999,1,0,0,0,0,0
1634,2017,1,0,0,0,1,0
1635,2004,1,0,0,0,0,1
1636,2011,1,0,0,0,0,1
1637,2013,1,0,0,0,0,0
1638,1998,1,0,0,0,1,1
1639,2015,1,0,0,1,0,1
1640,2012,1,0,0,0,1,0
1641,2017,1,0,1,0,0,1
1642,2016,2,0,0,0,0,1
1643,2002,1,0,0,1,0,1
1644,2019,1,0,0,0,1,0
1645,2002,1,0,0,1,0,1
1646,2009,1,0,0,0,1,0
1647,2011,0,0,0,0,0,1
1648,2018,1,0,0,0,0,0
1649,2018,1,0,0,0,0,1
1650,1996,1,0,0,1,0,0
1651,2007,0,0,0,0,0,0
1652,2006,1,0,0,0,1,0
1653,2006,1,0,0,0,0,0
1654,1995,1,0,0,0,1,0
1655,2016,1,0,0,0,1,0
1656,2018,1,0,0,0,0,1
1657,2002,1,0,0,0,1,0
1658,1997,1,0,0,0,1,1
1659,2007,1,0,0,1,0,0
1660,2019,1,0,0,0,0,0
1661,2019,1,0,0,0,1,1
1662,2017,1,1,0,0,1,1
1663,2015,1,0,0,0,1,1
1664,2000,0,0,0,0,0,0
1665,2005,1,0,0,0,0,0
1666,2013,1,0,0,0,1,1
1667,2009,1,0,0,0,0,0
1668,2002,1,0,0,0,0,1
1669,2010,1,0,0,0,0,0
1670,2000,1,0,0,0,0,0
1671,1996,1,0,0,0,0,0
1672,2018,1,0,0,0,1,1
1673,2018,1,0,0,0,0,1
1674,1998,1,0,0,0,1,1
1675,2011,1,0,0,0,0,1
1676,2002,0,0,0,0,0,0
1677,2015,1,0,0,0,0,0
1678,2005,1,0,0,0,1,0
1679,2019,1,0,0,0,0,0
1680,2013,1,0,0,0,0,1
1681,2005,1,0,0,0,0,1
1682,1994,1,0,0,0,0,0
1683,2012,1,0,0,0,1,0
1684,1999,1,0,0,0,0,1
1685,2019,1,0,0,0,0,1
1686,2006,1,0,0,0,0,0
1687,2015,1,1,0,0,0,1
1688,2004,1,0,0,0,0,1
1689,2017,1,0,0,0,0,0
1690,1994,1,0,0,0,0,0
1691,2015,1,0,0,0,0,0
1692,2005,1,0,0,0,0,0
1693,1997,1,0,0,0,0,0
1694,2008,1,0,0,0,0,0
1695,2015,1,0,0,0,0,1
1696,2003,1,0,1,1,0,1
1697,2006,1,0,0,0,1,0
1698,2013,1,0,0,0,0,1
1699,2017,1,0,0,0,0,1
1700,2006,0,0,0,0,0,1
1701,2014,1,1,0,0,0,1
1702,2012,1,0,0,0,0,0
1703,1994,1,0,0,0,1,0
1704,2008,1,0,0,0,0,1
1705,2019,1,0,0,0,0,1
1706,2016,1,0,0,0,0,1
1707,1998,1,0,0,0,1,0
1708,2019,1,1,0,0,1,1
1709,2006,0,0,0,0,0,0
1710,1995,1,0,0,1,0,0
1711,1995,1,0,0,1,0,0
1712,2016,1,0,0,0,0,1
1713,2006,1,0,0,0,1,0
1714,1998,1,0,0,0,1,0
1715,2011,1,0,0,0,0,1
1716,2016,1,0,0,0,0,1
1717,2001,1,0,0,0,0,1
1718,2018,1,0,0,0,0,1
1719,2007,1,0,0,0,0,0
1720,2001,1,0,0,0,1,0
1721,2010,1,0,0,0,1,1
1722,2019,1,0,0,0,0,1
1723,2017,1,0,0,0,0,0
1724,2004,1,0,0,0,0,0
1725,2019,1,0,0,0,0,1
1726,2017,1,0,0,0,0,0
1727,1998,1,0,0,0,0,1
1728,1998,1,0,0,0,0,0
1729,2000,1,0,0,0,1,0
1730,1994,1,0,0,0,0,0
1731,2014,1,5,1,0,0,1
1732,2017,1,0,0,0,0,0
1733,2018,1,0,0,0,0,1
1734,1994,1,0,0,0,0,0
1735,2014,1,0,0,0,1,0
1736,2013,1,0,0,0,0,1
1737,2002,1,0,0,0,1,1
1738,2004,1,0,0,0,1,0
1739,2011,1,0,0,0,1,0
1740,2006,0,0,0,1,0,0
1741,2007,1,0,0,0,1,0
1742,2007,1,0,0,0,1,0
1743,2019,1,0,0,0,0,1
1744,2009,1,0,0,1,0,1
1745,2014,1,0,0,0,1,1
1746,2007,1,0,0,0,1,0
1747,2004,1,0,0,0,1,0
1748,2018,1,0,0,0,1,0
1749,1996,1,1,0,1,0,1
1750,2009,1,0,0,0,0,1
1751,2014,1,0,1,0,0,1
1752,2005,0,0,0,0,0,0
1753,2014,1,0,0,0,0,0
1754,2006,0,0,0,0,0,0
1755,2016,1,0,0,0,0,0
1756,2011,0,0,0,0,0,1
1757,2002,0,0,0,0,0,1
1758,2005,1,0,0,0,0,1
1759,2011,1,0,0,0,0,1
1760,2010,1,0,0,0,1,0
1761,2001,1,0,0,0,0,1
1762,1996,1,0,0,0,1,0
1763,2004,1,0,0,0,1,0
1764,2011,1,0,0,0,0,0
1765,1996,1,0,0,0,1,1
1766,2011,1,0,0,0,0,0
1767,2017,1,0,0,0,1,0
1768,2010,0,0,0,0,0,0
1769,2004,1,0,0,0,0,0
1770,2017,1,0,0,0,0,0
1771,2014,1,2,2,0,0,1
1772,2009,1,0,0,0,0,1
1773,2011,1,0,0,0,1,0
1774,2002,1,0,0,0,0,0
1775,2011,1,0,0,0,0,0
1776,2000,1,0,0,0,0,1
1777,2014,1,0,0,0,0,1
1778,2004,1,0,0,0,0,0
1779,2006,1,0,0,0,0,0
1780,2012,1,0,0,0,1,1
1781,2019,1,0,0,0,0,0
1782,2004,1,0,0,0,0,0
1783,2015,1,0,0,1,1,1
1784,2015,1,0,0,0,0,1
1785,2019,1,0,0,0,0,0
1786,2017,1,0,0,0,0,1
1787,2019,1,0,0,0,1,0
1788,2014,1,0,1,0,0,1
1789,2018,1,0,0,0,1,1
1790,2010,1,0,0,1,0,0
1791,2012,1,0,0,0,1,0
1792,1998,1,0,0,0,0,0
1793,2014,1,0,0,0,0,1
1794,2008,1,0,0,0,0,1
1795,2019,1,0,0,0,0,0
1796,2006,1,0,0,0,1,1
1797,2018,1,0,0,0,0,1
1798,2005,1,0,0,0,0,0
1799,2005,1,0,0,0,0,0
1800,2015,1,0,0,0,0,0
1801,2006,0,0,0,0,0,0
1802,1996,1,0,0,0,0,0
1803,2011,1,0,0,0,1,1
1804,1998,1,0,0,0,0,0
1805,2016,1,0,0,0,0,1
1806,2017,1,0,0,0,0,0
1807,1996,1,0,0,0,1,0
1808,1995,1,0,0,0,1,0
1809,2001,1,0,1,1,0,1
1810,2006,1,0,0,0,1,1
1811,2006,1,0,0,0,0,1
1812,1997,1,0,0,0,0,0
1813,1999,0,0,0,0,0,1
1814,2002,0,0,0,0,0,1
1815,2000,1,0,0,0,0,0
1816,2017,1,0,0,0,1,1
1817,2014,0,1,0,0,0,1
1818,1995,1,0,1,0,1,1
1819,2009,1,0,0,0,1,1
1820,2000,1,0,0,0,0,1
1821,2008,1,1,0,0,1,1
1822,2001,1,0,0,0,1,0
1823,2007,1,0,0,0,0,0
1824,2001,0,0,0,0,0,1
1825,2002,1,0,0,0,0,1
1826,2014,1,0,0,0,0,1
1827,2013,1,0,0,0,0,1
1828,2004,1,0,0,0,0,1
1829,2012,1,0,0,0,0,0
1830,2015,1,0,0,0,0,1
1831,2007,1,0,0,0,0,0
1832,2017,1,0,0,0,0,1
1833,2014,1,0,0,0,0,0
1834,2014,1,0,0,0,0,0
1835,2012,1,0,0,0,0,1
1836,2012,1,0,0,0,0,1
1837,2002,1,0,0,0,0,0
1838,2016,1,0,0,0,1,0
1839,2007,1,0,0,1,0,1
1840,2019,1,1,1,0,1,1
1841,1994,1,0,0,0,1,0
1842,2009,1,0,0,0,1,0
1843,2004,1,0,0,0,0,0
1844,2015,1,0,0,0,0,1
1845,1998,1,0,0,0,1,0
1846,2019,1,0,0,0,0,1
1847,2008,0,0,0,0,0,1
1848,2009,0,0,0,0,0,1
1849,2017,1,0,0,0,0,1
1850,2004,1,0,0,0,0,0
1851,1997,1,0,0,0,0,1
1852,2009,1,0,0,0,1,0
1853,2000,0,0,0,0,0,0
1854,2019,1,0,0,0,0,1
1855,2017,1,0,0,0,0,0
1856,2014,1,0,0,0,0,1
1857,2004,1,0,0,1,0,1
1858,2011,1,0,0,0,0,0
1859,2002,1,0,0,0,0,1
1860,2019,1,3,0,0,0,1
1861,2013,1,0,0,0,0,1
1862,1999,1,0,0,0,0,1
1863,2007,1,0,0,0,1,1
1864,2014,1,0,0,0,0,1
1865,2001,0,0,0,0,0,0
1866,2009,0,0,0,0,0,0
1867,2006,1,0,0,0,0,1
1868,2012,1,0,0,0,0,1
1869,2013,1,0,0,0,0,1
1870,2008,1,0,0,0,1,0
1871,1995,1,0,0,0,1,0
1872,2002,1,0,0,1,0,1
1873,2018,1,0,0,0,0,1
1874,2001,0,0,0,0,0,0
1875,1994,1,0,0,0,0,0
1876,2002,1,0,0,0,0,0
1877,2004,1,0,1,0,0,1
1878,1994,1,0,0,0,0,0
1879,2017,1,0,0,0,0,0
1880,2008,1,0,0,0,0,0
1881,2018,1,2,0,0,0,1
1882,2013,1,0,0,0,0,0
1883,2015,1,0,0,0,0,1
1884,2016,1,0,0,0,1,0
1885,2016,0,0,0,1,0,1
1886,2018,1,0,0,0,0,1
1887,2014,1,1,0,0,0,1
1888,2003,1,0,0,0,1,0
1889,2002,1,0,0,0,0,1
1890,2005,1,0,0,0,0,0
1891,2014,1,0,0,0,0,1
1892,2002,1,0,0,1,0,1
1893,2013,1,0,0,0,1,1
1894,1997,1,0,0,0,1,0
1895,2007,1,0,0,0,0,1
1896,2002,1,0,0,0,1,0
1897,2001,1,0,0,0,1,0
1898,1995,1,0,0,0,0,0
1899,2012,1,0,0,1,0,1
1900,1995,1,0,0,0,0,0
1901,2016,1,2,0,0,0,1
1902,2011,1,0,0,0,0,1
1903,1999,1,0,0,0,1,0
1904,2013,1,0,0,0,0,0
1905,2018,1,0,0,0,0,0
1906,2018,1,0,0,0,0,1
1907,2009,1,0,0,0,1,0
1908,2009,1,0,0,0,0,1
1909,2011,1,0,0,0,0,1
1910,2017,1,0,1,0,0,1
1911,1998,1,0,0,0,0,1
1912,2015,1,0,0,0,1,1
1913,1997,1,0,0,0,1,0
1914,1996,1,0,0,0,1,1
1915,2010,1,0,0,0,1,0
1916,2019,1,0,0,0,1,0
1917,2009,1,0,0,0,1,0
1918,2017,1,0,0,0,0,0
1919,2018,1,0,1,0,0,0
1920,2014,1,0,0,0,0,1
1921,2006,1,0,0,0,0,1
1922,2010,1,0,0,1,0,1
1923,2011,1,0,0,0,0,0
1924,2015,1,0,0,0,1,0
1925,2015,1,0,0,0,1,0
1926,2004,1,0,0,0,0,0
1927,2014,1,0,0,0,1,1
1928,2017,1,0,0,0,0,1
1929,2003,1,0,0,0,0,0
1930,2019,1,0,0,0,0,1
1931,2001,1,0,0,0,0,0
1932,1994,0,0,0,0,0,0
1933,2015,1,0,0,0,0,1
1934,2010,0,0,0,0,0,0
1935,2019,1,0,0,0,0,0
1936,2005,1,0,0,0,0,0
1937,2000,1,0,0,0,1,0
1938,2015,1,0,0,0,1,0
1939,2011,1,0,0,0,1,1
1940,2005,1,0,0,0,0,1
1941,2019,1,0,0,1,0,1
1942,2017,1,1,1,0,0,1
1943,2009,1,0,0,0,1,0
1944,2017,1,0,0,0,0,1
1945,2014,1,0,0,0,0,1
1946,2017,1,0,0,1,0,1
1947,2012,1,0,0,0,1,0
1948,2003,1,0,0,0,0,0
1949,2009,1,0,0,0,1,1
1950,2006,1,0,0,0,0,0
1951,2015,1,0,0,0,1,0
1952,2002,1,0,0,1,0,1
1953,2006,1,0,0,0,0,0
1954,2007,0,0,0,0,0,0
1955,2016,1,0,0,0,0,1
1956,2014,1,0,0,0,0,1
1957,2006,1,0,0,0,1,0
1958,2007,1,0,0,0,1,0
1959,2018,1,2,0,0,0,1
1960,2011,1,0,0,0,0,1
1961,2004,0,0,0,0,0,1
1962,2017,1,0,1,0,0,1
1963,2006,1,0,0,1,0,1
1964,1996,1,0,0,0,1,0
1965,1998,1,0,0,0,1,0
1966,2014,1,0,0,0,0,1
1967,2010,1,0,0,0,1,0
1968,1994,1,0,0,0,0,0
1969,2007,0,0,0,0,0,1
1970,2000,1,0,0,1,0,1
1971,2014,0,0,0,1,0,1
1972,2018,1,1,0,0,1,0
1973,2003,0,0,0,0,0,1
1974,2000,1,0,0,1,0,1
1975,2011,0,0,0,0,0,0
1976,1999,1,0,0,0,1,0
1977,2018,1,0,0,0,0,1
1978,2014,1,0,0,0,0,1
1979,2017,1,0,0,0,0,0
1980,2017,1,0,0,0,0,1
1981,2014,1,0,0,0,0,1
1982,2010,1,0,0,0,0,0
1983,2005,1,0,0,0,0,1
1984,2016,1,0,0,0,0,1
1985,2017,1,0,0,0,1,1
1986,2003,1,0,0,0,0,1
1987,2014,1,0,0,0,0,0
1988,2014,1,0,0,0,0,1
1989,2019,1,0,0,0,0,1
1990,2004,1,0,0,0,1,0
1991,2010,1,0,0,0,1,0
1992,2012,1,0,1,1,0,1
1993,2001,1,0,0,0,1,0
1994,2008,1,0,0,0,0,0
1995,2007,1,0,0,0,1,0
1996,1995,1,0,0,0,0,0
1997,2008,1,0,0,0,0,0
1998,2004,1,0,0,0,0,1
1999,2002,0,0,0,0,0,0
2000,2006,1,0,0,0,0,1
2001,2002,1,0,0,0,0,1
2002,2002,1,0,0,0,0,1
2003,2009,1,1,0,0,1,1
2004,2018,1,0,0,0,0,1
2005,1995,1,0,0,0,0,1
2006,1994,1,0,0,0,1,1
2007,2000,1,0,0,0,0,1
2008,2015,1,0,0,0,0,1
2009,2012,1,0,0,0,1,0
2010,2019,1,0,0,0,0,1
2011,2019,1,0,0,0,1,0
2012,2002,0,0,0,0,0,1
2013,2013,1,0,0,0,0,1
2014,1998,1,0,0,0,0,1
2015,2003,1,0,0,0,0,1
2016,2009,1,0,0,0,0,0
2017,2006,1,0,0,0,0,0
2018,2004,0,0,0,0,0,0
2019,2006,1,0,1,0,0,1
2020,2005,1,0,1,0,0,0
2021,2003,0,0,0,0,0,1
2022,2001,1,0,0,0,0,1
2023,2005,1,0,0,0,0,1
2024,2002,1,0,1,1,0,1
2025,2019,1,0,0,0,0,1
2026,2011,1,0,0,0,0,0
2027,2017,1,0,0,0,1,1
2028,2007,0,0,0,0,0,0
2029,2019,1,0,1,0,0,1
2030,1998,1,0,0,1,0,1
2031,2009,1,0,0,0,0,1
2032,2004,1,0,0,0,1,0
2033,2008,1,0,0,0,1,0
2034,2011,1,0,0,0,0,1
2035,2009,1,0,0,0,0,0
2036,1995,1,0,0,0,1,1
2037,1996,1,0,0,0,1,0
2038,2017,1,1,0,0,1,0
2039,2008,1,0,0,0,1,0
2040,1996,1,0,0,0,0,0
2041,2015,0,0,0,0,1,1
2042,2007,1,0,0,0,0,0
2043,2015,1,0,0,0,0,0
2044,2002,0,0,0,0,0,0
2045,2017,1,0,0,0,1,1
2046,1995,1,0,0,0,0,0
2047,2008,1,0,0,0,1,0
2048,1995,1,0,0,0,0,0
2049,2019,1,0,0,0,0,1
2050,2002,1,0,0,0,1,0
2051,2007,1,0,0,0,0,1
2052,2006,1,0,0,0,0,0
2053,1997,1,0,0,1,0,1
2054,1994,1,0,0,0,0,0
2055,1994,1,0,0,0,0,0
2056,2002,0,0,0,0,0,0
2057,2000,1,0,0,0,1,0
2058,2010,0,0,0,0,0,0
2059,2010,1,0,0,0,0,1
2060,2009,1,0,0,0,0,0
2061,2016,1,0,0,0,0,0
2062,2001,1,0,0,0,0,1
2063,2009,1,0,0,0,1,0
2064,2015,1,0,0,0,0,1
2065,2007,1,0,0,0,1,1
2066,2003,1,0,1,1,0,1
2067,2014,1,0,0,0,1,0
2068,2007,1,0,0,0,1,0
2069,2000,0,0,0,0,0,0
2070,1997,1,0,0,0,1,0
2071,2010,1,0,0,0,0,0
2072,2016,1,0,0,0,0,1
2073,2018,1,0,0,0,1,0
2074,2009,1,0,0,0,1,0
2075,2019,1,1,0,0,0,1
2076,2005,0,0,0,0,0,1
2077,1997,1,0,0,0,0,0
2078,2006,1,0,0,0,0,0
2079,2004,1,0,0,0,0,0
2080,2009,1,0,0,0,0,0
2081,2009,1,0,0,0,0,1
2082,2018,1,0,3,0,0,1
2083,2008,1,0,0,0,0,1
2084,2002,1,0,0,0,0,0
2085,2001,0,0,0,0,0,0
2086,2006,1,0,0,0,1,0
2087,2000,0,0,0,0,0,0
2088,1994,1,0,0,0,1,0
2089,2006,1,0,0,0,1,1
2090,2005,1,0,0,0,0,0
2091,2010,1,0,0,0,0,0
2092,1999,1,0,0,0,0,0
2093,2018,1,0,0,0,0,1
2094,2001,1,0,0,0,0,1
2095,2007,1,0,0,0,0,1
2096,2008,0,0,0,0,0,0
2097,2003,1,0,0,0,1,0
2098,2004,1,0,0,0,1,0
2099,1995,1,0,0,0,1,1
2100,2013,1,0,0,0,1,0
2101,2002,1,0,0,1,0,1
2102,2010,1,0,0,0,0,1
2103,2015,1,0,0,0,0,1
2104,2015,1,2,0,0,0,1
2105,1995,1,0,0,0,1,0
2106,2017,1,0,0,0,0,1
2107,2016,1,1,0,0,0,1
2108,2013,1,0,0,0,0,0
2109,1994,1,0,0,0,0,0
2110,1994,1,0,0,0,0,0
2111,2019,1,0,0,0,1,1
2112,2018,1,0,0,0,0,1
2113,2006,1,0,0,0,1,0
2114,2002,1,0,0,0,0,0
2115,2004,1,0,0,0,1,0
2116,2009,1,0,0,0,0,1
2117,1998,1,0,0,0,1,0
2118,2008,1,0,0,0,0,0
2119,2018,1,0,0,0,0,1
2120,1999,0,0,0,0,0,0
2121,2011,1,0,0,0,0,0
2122,2006,1,0,0,0,1,0
2123,2004,1,0,0,0,0,0
2124,1998,1,0,0,0,1,0
2125,2009,1,0,0,1,0,1
2126,2001,1,0,0,0,1,0
2127,2011,1,0,0,0,0,1
2128,2013,1,0,0,0,0,1
2129,2001,0,0,0,0,0,0
2130,2003,1,0,0,0,0,1
2131,2016,1,0,0,0,0,1
2132,2014,1,0,0,0,1,0
2133,2016,1,0,0,0,1,0
2134,2018,1,0,0,0,0,0
2135,2004,1,0,0,0,0,1
2136,2009,1,0,0,0,0,1
2137,2016,1,0,0,0,0,0
2138,2001,1,0,0,0,0,1
2139,2014,1,0,0,0,0,1
2140,1995,1,0,0,0,0,0
2141,2002,0,0,0,0,0,0
2142,1996,1,0,0,0,1,0
2143,2019,1,0,0,0,1,1
2144,2019,1,0,0,0,0,0
2145,1997,1,0,0,0,0,0
2146,2009,1,0,0,0,0,0
2147,1997,1,0,0,0,0,0
2148,2007,1,0,0,0,0,0
2149,2015,1,0,0,0,0,1
2150,2005,1,0,0,0,0,0
2151,1994,1,0,0,0,0,0
2152,1997,1,0,0,0,0,0
2153,2001,1,0,0,0,0,1
2154,2008,1,0,1,0,0,1
2155,2016,1,0,0,0,1,0
2156,2018,1,0,0,0,0,1
2157,2006,1,0,0,0,0,0
2158,2018,1,0,0,0,0,1
2159,1997,1,0,0,0,0,0
2160,2008,1,0,0,0,0,1
2161,2016,1,0,0,0,0,1
2162,2014,1,0,0,0,0,1
2163,2017,1,0,0,0,1,1
2164,2008,1,0,0,0,0,1
2165,2017,1,0,0,0,0,1
2166,2003,1,11,0,0,0,1
2167,2007,1,0,0,0,1,0
2168,2005,1,0,0,0,1,1
2169,2010,0,0,0,0,0,0
2170,2004,0,0,0,0,0,1
2171,2012,1,0,0,0,0,1
2172,1994,1,0,0,0,1,0
2173,2016,1,0,0,0,0,1
2174,2006,1,0,0,0,1,0
2175,2014,1,0,0,0,1,1
2176,2002,1,0,0,0,0,0
2177,2013,1,0,0,0,0,1
2178,2002,2,0,0,1,0,1
2179,2009,0,0,0,0,0,1
2180,1998,1,0,0,0,0,0
2181,2002,1,0,0,0,1,0
2182,2009,1,0,0,0,1,0
2183,2013,1,0,0,0,0,1
2184,2007,1,0,0,0,0,0
2185,2019,2,0,0,0,0,1
2186,2010,1,0,0,0,0,1
2187,2005,1,0,0,0,1,0
2188,2017,1,0,0,0,1,0
2189,2005,0,0,0,0,0,0
2190,2010,1,0,0,0,0,1
2191,2017,1,0,0,0,0,1
2192,2012,1,0,0,0,1,0
2193,2008,0,0,0,0,0,0
2194,2006,1,0,0,0,0,0
2195,2012,1,0,0,0,0,1
2196,1998,1,0,0,0,0,0
2197,2000,1,0,0,0,1,0
2198,2006,1,0,0,0,1,0
2199,2007,1,0,0,0,1,0
2200,2004,1,1,0,0,0,0
2201,2017,1,0,0,0,0,1
2202,2018,1,0,0,0,0,1
2203,2015,1,0,0,0,0,0
2204,1998,1,0,0,0,1,1
2205,2014,1,0,0,0,1,1
2206,2016,1,0,0,0,0,0
2207,2016,1,0,0,0,0,1
2208,2002,1,0,0,1,0,0
2209,2005,1,0,0,0,0,1
2210,2015,1,0,0,2,0,0
2211,2006,1,0,0,0,0,0
2212,1995,1,0,0,0,1,0
2213,2005,1,0,0,0,1,0
2214,1996,1,1,0,0,1,1
2215,2017,1,0,0,0,0,1
2216,2008,1,0,0,0,0,0
2217,1996,1,0,0,0,0,0
2218,2012,1,0,1,0,0,1
2219,2008,1,0,0,0,1,0
2220,1999,1,0,0,0,1,0
2221,2006,1,0,0,0,1,0
2222,2009,1,0,0,0,1,1
2223,2016,1,0,0,0,0,0
2224,2007,1,0,0,0,1,1
2225,2002,1,0,0,0,0,0
2226,2017,1,0,0,0,0,1
2227,1998,1,0,0,1,0,0
2228,2017,1,0,0,0,0,1
2229,2001,1,0,0,0,1,0
2230,2015,1,0,0,0,0,1
2231,2003,1,0,0,0,0,0
2232,2008,0,0,0,0,0,0
2233,2003,1,0,0,0,0,1
2234,2013,1,3,0,0,1,1
2235,2019,1,0,0,0,0,0
2236,2004,1,1,0,0,0,1
2237,2017,1,0,0,0,0,1
2238,2008,1,0,0,0,0,1
2239,2002,1,0,0,0,1,0
2240,1994,1,0,0,0,1,1
2241,2008,1,0,0,0,0,1
2242,2017,1,0,0,0,0,0
2243,2018,1,0,0,0,1,1
2244,2014,1,0,0,0,0,1
2245,2011,1,0,0,0,0,0
2246,2016,1,0,0,0,0,0
2247,2006,1,0,0,0,0,0
2248,2010,1,0,0,0,0,1
2249,2012,1,0,0,0,1,0
2250,2015,1,0,0,0,0,1
2251,2006,1,0,0,0,0,1
2252,1999,1,0,0,1,1,1
2253,2006,1,0,0,0,0,1
2254,2012,1,0,0,0,0,1
2255,1995,1,0,0,0,1,0
2256,2004,1,0,0,0,0,0
2257,2004,1,0,0,0,1,0
2258,2010,0,0,0,0,0,1
2259,2019,1,2,0,0,0,1
2260,2015,1,0,0,0,0,0
2261,2014,1,0,0,0,1,1
2262,2019,1,0,0,0,0,0
2263,2008,0,0,0,0,0,1
2264,2002,1,0,0,0,0,0
2265,2014,1,0,0,0,0,0
2266,2008,1,0,0,0,0,1
2267,2010,1,0,0,0,0,1
2268,1997,1,0,0,0,0,0
2269,2003,1,0,0,0,0,1
2270,2017,1,0,0,0,0,1
2271,1996,1,0,0,0,0,0
2272,2017,2,0,0,0,0,1
2273,1999,1,0,0,0,0,1
2274,2014,1,0,0,0,0,1
2275,2000,1,0,0,0,1,0
2276,2009,1,0,0,1,0,1
2277,1997,1,0,0,0,0,1
2278,2008,1,0,0,0,0,0
2279,2010,1,0,0,0,1,0
2280,2011,1,0,0,0,0,0
2281,1999,1,0,0,0,1,0
2282,2017,1,0,0,0,0,1
2283,2006,1,0,0,0,0,0
2284,2005,1,0,0,0,0,0
2285,2008,0,0,0,0,0,0
2286,2014,1,0,0,0,0,0
2287,2012,1,0,0,0,0,1
2288,2000,1,0,0,0,0,0
2289,2010,1,0,0,0,0,0
2290,1998,1,0,0,0,1,1
2291,2014,1,0,0,0,0,1
2292,2018,1,0,0,0,0,1
2293,2018,1,0,0,0,0,1
2294,2012,0,0,0,0,0,1
2295,2019,1,2,1,0,0,1
2296,2012,1,0,0,0,1,0
2297,2008,1,0,0,0,0,1
2298,2005,0,0,0,0,0,0
2299,2017,1,0,0,0,0,0
2300,1999,1,0,0,0,0,1
2301,2019,1,0,0,0,1,1
2302,2008,0,0,0,0,0,0
2303,2019,1,0,0,0,0,1
2304,1996,1,0,0,0,0,0
2305,2002,0,0,0,0,0,0
2306,2006,0,0,0,0,0,0
2307,2011,1,0,0,0,0,0
2308,2008,1,0,0,0,0,0
2309,2001,0,0,0,0,0,0
2310,2008,1,0,0,0,0,1
2311,2016,1,0,0,0,0,1
2312,1999,1,0,0,0,0,0
2313,2008,1,0,0,0,0,1
2314,2001,0,0,0,0,0,0
2315,2001,1,0,0,1,0,1
2316,1997,1,0,0,0,0,0
2317,2019,1,0,0,0,0,0
2318,2015,1,0,0,0,1,1
2319,2004,1,0,0,0,0,0
2320,2008,1,0,0,0,0,0
2321,2007,1,0,0,0,0,1
2322,2019,1,0,0,0,0,1
2323,2017,1,0,0,0,0,0
2324,2008,1,0,0,0,1,0
2325,1997,1,0,0,0,1,0
2326,2014,1,0,0,0,0,1
2327,1995,1,0,0,0,1,1
2328,2013,1,0,0,0,0,1
2329,2001,1,0,0,0,0,1
2330,2006,1,0,0,0,1,0
2331,1998,1,0,0,0,1,0
2332,2012,1,5,0,0,0,1
2333,1996,1,0,0,0,1,0
2334,2004,1,0,0,0,0,1
2335,2011,1,0,0,0,0,1
2336,2018,1,0,0,0,0,0
2337,2001,1,0,0,0,1,0
2338,2001,0,0,0,0,0,0
2339,2019,1,0,0,0,0,0
2340,1995,1,0,0,0,1,0
2341,2000,1,0,1,1,0,0
2342,2016,1,0,0,0,0,0
2343,2004,1,0,0,0,0,0
2344,2006,1,0,0,0,0,0
2345,2011,1,0,0,0,1,1
2346,1998,1,0,0,0,0,0
2347,2011,1,0,0,0,0,0
2348,2016,1,0,0,0,0,0
2349,2007,1,0,0,0,0,0
2350,2001,1,0,0,0,0,0
2351,2001,1,0,0,1,0,1
2352,2018,1,0,0,0,0,1
2353,2006,1,0,0,0,0,0
2354,1999,1,1,0,0,0,0
2355,2014,1,0,0,0,0,1
2356,1999,0,0,0,0,0,0
2357,2018,1,0,0,0,0,1
2358,2008,1,0,0,0,1,0
2359,2004,1,0,0,0,0,1
2360,2002,1,0,0,0,0,0
2361,2008,1,0,2,0,0,1
2362,2004,1,0,0,0,0,0
2363,1994,1,0,0,0,1,0
2364,2013,1,0,0,0,0,0
2365,2015,1,0,0,0,0,0
2366,2000,1,0,0,0,0,1
2367,2017,1,0,0,0,0,0
2368,2012,1,0,0,0,1,1
2369,2012,1,0,0,0,1,0
2370,2014,1,0,0,0,0,0
2371,2002,1,0,0,2,0,0
2372,2012,1,0,0,0,0,1
2373,2014,1,0,0,0,0,1
2374,2019,1,0,0,0,0,1
