,meetings,dates,May I take it that the assembly wishes to take note of those items that remain open for consideration,The agenda was adopted,appoint a committee,I have been authorized to make the following statement on behalf of the committee,May I take it that the draft report as corrected is adopted by the council,point of order,amendment,A paragraph-by-paragraph vote on the draft resolution,refer the matter,postpone discussion to,postpone discussion indefinitely,The meeting was suspended,the meeting is adjourned,To withdraw the draft resolution,"In conformity with the usual practice, I propose, with consent of the council, to invite those representatives to participate in discussion",It is my understanding that the security council is ready to vote on the draft resolution before it,peacekeeping,peacemaking,sanctions,The draft resolution has been adopted,The draft resolution has not been adopted
3675,pdf?symbol=en%2FS%2FPV.6655,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3676,pdf?symbol=en%2FS%2FPV.3954,1998,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,85,1,1,0,0
3677,pdf?symbol=en%2FS%2FPV.5709,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3678,pdf?symbol=en%2FS%2FPV.4996,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3679,pdf?symbol=en%2FS%2FPV.4575,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3680,pdf?symbol=en%2FS%2FPV.8259,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3681,pdf?symbol=en%2FS%2FPV.7279,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
3682,pdf?symbol=en%2FS%2FPV.3514,1995,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,2,0
3683,pdf?symbol=en%2FS%2FPV.5061,2004,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,0,1,0
3684,pdf?symbol=en%2FS%2FPV.3803,1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3685,pdf?symbol=en%2FS%2FPV.4387,2001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
3686,pdf?symbol=en%2FS%2FPV.4283,2001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,312,0,0
3687,pdf?symbol=en%2FS%2FPV.6763,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3688,pdf?symbol=en%2FS%2FPV.6405,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0
3689,pdf?symbol=en%2FS%2FPV.5867,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3690,pdf?symbol=en%2FS%2FPV.8113,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3691,pdf?symbol=en%2FS%2FPV.3393,1994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3692,pdf?symbol=en%2FS%2FPV.7391,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3693,pdf?symbol=en%2FS%2FPV.6495,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3694,pdf?symbol=en%2FS%2FPV.4788,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
3695,pdf?symbol=en%2FS%2FPV.5841,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3696,pdf?symbol=en%2FS%2FPV.6244,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
3697,pdf?symbol=en%2FS%2FPV.5749,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,0
3698,pdf?symbol=en%2FS%2FPV.5105,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0
3699,pdf?symbol=en%2FS%2FPV.8448,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
3700,pdf?symbol=en%2FS%2FPV.3937,1998,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
3701,pdf?symbol=en%2FS%2FPV.4145,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3702,pdf?symbol=en%2FS%2FPV.7043,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3703,pdf?symbol=en%2FS%2FPV.6229,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3704,pdf?symbol=en%2FS%2FPV.8038,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,34,0,0
3705,pdf?symbol=en%2FS%2FPV.5933,2008,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,3,0,0,37,3,3
3706,pdf?symbol=en%2FS%2FPV.4731,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3707,pdf?symbol=en%2FS%2FPV.6569,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3708,pdf?symbol=en%2FS%2FPV.5303,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3709,pdf?symbol=en%2FS%2FPV.8059,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
3710,pdf?symbol=en%2FS%2FPV.6258,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3711,pdf?symbol=en%2FS%2FPV.7139,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
3712,pdf?symbol=en%2FS%2FPV.8494,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3713,pdf?symbol=en%2FS%2FPV.8493,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
3714,pdf?symbol=en%2FS%2FPV.4378,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3715,pdf?symbol=en%2FS%2FPV.4449,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3716,pdf?symbol=en%2FS%2FPV.4686,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3717,pdf?symbol=en%2FS%2FPV.5775,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3718,pdf?symbol=en%2FS%2FPV.4864,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
3719,pdf?symbol=en%2FS%2FPV.6533,2011,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,31,1,0,0,0
3720,pdf?symbol=en%2FS%2FPV.6121,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0
3721,pdf?symbol=en%2FS%2FPV.8082,2017,3,1,0,3,3,0,0,0,0,0,0,0,0,0,3,0,43,0,4,0,0
3722,pdf?symbol=en%2FS%2FPV.7995,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3723,pdf?symbol=en%2FS%2FPV.5115,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3724,pdf?symbol=en%2FS%2FPV.3764,1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3725,pdf?symbol=en%2FS%2FPV.5864,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3726,pdf?symbol=en%2FS%2FPV.5427,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3727,pdf?symbol=en%2FS%2FPV.5959,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3728,pdf?symbol=en%2FS%2FPV.4920,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
3729,pdf?symbol=en%2FS%2FPV.6413,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3730,pdf?symbol=en%2FS%2FPV.6773,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3731,pdf?symbol=en%2FS%2FPV.7349,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3732,pdf?symbol=en%2FS%2FPV.4606,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3733,pdf?symbol=en%2FS%2FPV.5773,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3734,pdf?symbol=en%2FS%2FPV.6839,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
3735,pdf?symbol=en%2FS%2FPV.8608,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3736,pdf?symbol=en%2FS%2FPV.7585,2015,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,4,0,0
3737,pdf?symbol=en%2FS%2FPV.3436,1994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3738,pdf?symbol=en%2FS%2FPV.5510,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3739,pdf?symbol=en%2FS%2FPV.6758,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
3740,pdf?symbol=en%2FS%2FPV.3695,1996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
3741,pdf?symbol=en%2FS%2FPV.3517,1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
3742,pdf?symbol=en%2FS%2FPV.5944,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3743,pdf?symbol=en%2FS%2FPV.3424,1994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3744,pdf?symbol=en%2FS%2FPV.5907,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3745,pdf?symbol=en%2FS%2FPV.6788,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3746,pdf?symbol=en%2FS%2FPV.8392,2018,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,1,1,0
3747,pdf?symbol=en%2FS%2FPV.4199,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3748,pdf?symbol=en%2FS%2FPV.7892,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
3749,pdf?symbol=en%2FS%2FPV.5955,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3750,pdf?symbol=en%2FS%2FPV.8221,2018,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3751,pdf?symbol=en%2FS%2FPV.6725,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3752,pdf?symbol=en%2FS%2FPV.4756,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3753,pdf?symbol=en%2FS%2FPV.4056,1999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3754,pdf?symbol=en%2FS%2FPV.6418,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3755,pdf?symbol=en%2FS%2FPV.8422,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3756,pdf?symbol=en%2FS%2FPV.7386,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3757,pdf?symbol=en%2FS%2FPV.7543,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3758,pdf?symbol=en%2FS%2FPV.8077,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
3759,pdf?symbol=en%2FS%2FPV.4234,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3760,pdf?symbol=en%2FS%2FPV.4770,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
3761,pdf?symbol=en%2FS%2FPV.7879,2017,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3762,pdf?symbol=en%2FS%2FPV.8639,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
3763,pdf?symbol=en%2FS%2FPV.7127,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3764,pdf?symbol=en%2FS%2FPV.7545,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
3765,pdf?symbol=en%2FS%2FPV.4896,2004,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,19,0,13,1,1
3766,pdf?symbol=en%2FS%2FPV.4367,2001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0
3767,pdf?symbol=en%2FS%2FPV.4927,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3768,pdf?symbol=en%2FS%2FPV.7181,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3769,pdf?symbol=en%2FS%2FPV.6916,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3770,pdf?symbol=en%2FS%2FPV.7726,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
3771,pdf?symbol=en%2FS%2FPV.5009,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3772,pdf?symbol=en%2FS%2FPV.7780,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3773,pdf?symbol=en%2FS%2FPV.8153,2018,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
3774,pdf?symbol=en%2FS%2FPV.4241,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,1,0
3775,pdf?symbol=en%2FS%2FPV.4647,2002,2,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
3776,pdf?symbol=en%2FS%2FPV.8340,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3777,pdf?symbol=en%2FS%2FPV.8536,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1,0
3778,pdf?symbol=en%2FS%2FPV.5132,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
3779,pdf?symbol=en%2FS%2FPV.5169,2005,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,10,0,5,0,0
3780,pdf?symbol=en%2FS%2FPV.5370,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3781,pdf?symbol=en%2FS%2FPV.7453,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0
3782,pdf?symbol=en%2FS%2FPV.4257,2001,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,160,0,0,0,0
3783,pdf?symbol=en%2FS%2FPV.8073,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3784,pdf?symbol=en%2FS%2FPV.4890,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3785,pdf?symbol=en%2FS%2FPV.5393,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3786,pdf?symbol=en%2FS%2FPV.6175,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3787,pdf?symbol=en%2FS%2FPV.5143,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3788,pdf?symbol=en%2FS%2FPV.6586,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
3789,pdf?symbol=en%2FS%2FPV.5067,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3790,pdf?symbol=en%2FS%2FPV.5544,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3791,pdf?symbol=en%2FS%2FPV.5369,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
3792,pdf?symbol=en%2FS%2FPV.4143,2000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,1,0,0,0
3793,pdf?symbol=en%2FS%2FPV.4888,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0
3794,pdf?symbol=en%2FS%2FPV.4248,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,1,1
3795,pdf?symbol=en%2FS%2FPV.5550,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3796,pdf?symbol=en%2FS%2FPV.6794,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3797,pdf?symbol=en%2FS%2FPV.4187,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32,2,5,0,0
3798,pdf?symbol=en%2FS%2FPV.5176,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
3799,pdf?symbol=en%2FS%2FPV.8373,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3800,pdf?symbol=en%2FS%2FPV.6224,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,5,0,0,0
3801,pdf?symbol=en%2FS%2FPV.6359,2010,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3802,pdf?symbol=en%2FS%2FPV.6231,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
3803,pdf?symbol=en%2FS%2FPV.5817,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
3804,pdf?symbol=en%2FS%2FPV.8140,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0
3805,pdf?symbol=en%2FS%2FPV.7319,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
3806,pdf?symbol=en%2FS%2FPV.5345,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3807,pdf?symbol=en%2FS%2FPV.4413,2001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0
3808,pdf?symbol=en%2FS%2FPV.7421,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3809,pdf?symbol=en%2FS%2FPV.4945,2004,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3810,pdf?symbol=en%2FS%2FPV.6005,2008,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,69,7,2,0,0
3811,pdf?symbol=en%2FS%2FPV.5074,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3812,pdf?symbol=en%2FS%2FPV.4953,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3813,pdf?symbol=en%2FS%2FPV.4426,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3814,pdf?symbol=en%2FS%2FPV.6926,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3815,pdf?symbol=en%2FS%2FPV.8313,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3816,pdf?symbol=en%2FS%2FPV.6241,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3817,pdf?symbol=en%2FS%2FPV.4427,2001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3818,pdf?symbol=en%2FS%2FPV.8649,2019,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34,5,0,1,0
3819,pdf?symbol=en%2FS%2FPV.3640,1996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3820,pdf?symbol=en%2FS%2FPV.5363,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3821,pdf?symbol=en%2FS%2FPV.3849,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3822,pdf?symbol=en%2FS%2FPV.7249,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3823,pdf?symbol=en%2FS%2FPV.5569,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3824,pdf?symbol=en%2FS%2FPV.4981,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,45,0,0
3825,pdf?symbol=en%2FS%2FPV.3804,1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3826,pdf?symbol=en%2FS%2FPV.8540,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3827,pdf?symbol=en%2FS%2FPV.5614,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3828,pdf?symbol=en%2FS%2FPV.6897,2012,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,40,1,0,0,0
3829,pdf?symbol=en%2FS%2FPV.3846,1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3830,pdf?symbol=en%2FS%2FPV.5778,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831,pdf?symbol=en%2FS%2FPV.6295,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3832,pdf?symbol=en%2FS%2FPV.4601,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3833,pdf?symbol=en%2FS%2FPV.8064,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0
3834,pdf?symbol=en%2FS%2FPV.5240,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3835,pdf?symbol=en%2FS%2FPV.8589,2019,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
3836,pdf?symbol=en%2FS%2FPV.6169,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3837,pdf?symbol=en%2FS%2FPV.8563,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3838,pdf?symbol=en%2FS%2FPV.6360,2010,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,43,9,5,0,0
3839,pdf?symbol=en%2FS%2FPV.7232,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3840,pdf?symbol=en%2FS%2FPV.4774,2003,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0,0,0,0
3841,pdf?symbol=en%2FS%2FPV.8167,2018,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2,0,0
3842,pdf?symbol=en%2FS%2FPV.5936,2008,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,1,24,1,6,0,0
3843,pdf?symbol=en%2FS%2FPV.6850,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3844,pdf?symbol=en%2FS%2FPV.5683,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3845,pdf?symbol=en%2FS%2FPV.6491,2011,0,1,0,0,1,0,0,0,4,0,0,0,0,0,1,2,0,0,7,1,0
3846,pdf?symbol=en%2FS%2FPV.6530,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3847,pdf?symbol=en%2FS%2FPV.7917,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,7,0,0
3848,pdf?symbol=en%2FS%2FPV.6536,2011,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,64,0,0
3849,pdf?symbol=en%2FS%2FPV.3560,1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3850,pdf?symbol=en%2FS%2FPV.8016,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3851,pdf?symbol=en%2FS%2FPV.5439,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0
3852,pdf?symbol=en%2FS%2FPV.6555,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3853,pdf?symbol=en%2FS%2FPV.3714,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3854,pdf?symbol=en%2FS%2FPV.7965,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
3855,pdf?symbol=en%2FS%2FPV.8675,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3856,pdf?symbol=en%2FS%2FPV.4802,2003,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
3857,pdf?symbol=en%2FS%2FPV.5995,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3858,pdf?symbol=en%2FS%2FPV.5263,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3859,pdf?symbol=en%2FS%2FPV.6644,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3860,pdf?symbol=en%2FS%2FPV.6648,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3861,pdf?symbol=en%2FS%2FPV.4031,1999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3862,pdf?symbol=en%2FS%2FPV.7749,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3863,pdf?symbol=en%2FS%2FPV.4270,2001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
3864,pdf?symbol=en%2FS%2FPV.6973,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3865,pdf?symbol=en%2FS%2FPV.7416,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3866,pdf?symbol=en%2FS%2FPV.7527,2015,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0
3867,pdf?symbol=en%2FS%2FPV.8078,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0
3868,pdf?symbol=en%2FS%2FPV.6252,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3869,pdf?symbol=en%2FS%2FPV.4462,2002,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,0,0,0
