,May I take it that the assembly wishes to take note of those items that remain open for consideration,The agenda was adopted,Amend the agenda to,I have been authorized to make the following statement on behalf of the assembly,Refer the matter,Report of the Committee,Point of Order,Right of reply,To adjourn the debate,May I take it that it is the wish of the General Assembly to conclude its consideration,To suspend the meeting,To adjourn the meeting,To introduce a draft amendment to the draft resolution,The Assembly will now take a decision on draft resolution,Objection to consideration of the question,To withdraw,Reconsideration of the,Appoint a Committee,A recorded vote has been requested,A paragraph-by-paragraph vote on the draft resolution,Sanctions,Peacekeeping,Peacemaking,The draft resolution was adopted,meeting,date
2956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,20,0,0,A_73_PV.12-EN,2018
2957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,A_59_PV-12-EN,2004
2958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A_C.2_56_SR.6-EN,2001
2959,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,A_C.3_69_SR.38-EN,2015
2960,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,A_C-4_72_SR-19-EN,2017
2961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,A_C-3_53_SR-21-EN,1998
2962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.5_58_SR.52-EN,2004
2963,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_AC.105_C.2_2011_DEF_L.1-EN,2011
2964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,A_59_PV.20-EN,2004
2965,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,A_66_PV.72-EN,2012
2966,1,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,A_C.5_52_SR.42-EN,1997
2967,1,0,0,1,0,3,1,0,0,1,0,0,1,2,0,0,0,0,0,0,4,1,0,1,A_53_PV.64-EN,1998
2968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C-1_52_PV-13-EN,1997
2969,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,19,0,0,A_56_PV.25-EN,2001
2970,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29,0,0,A_C.5_55_SR.59-EN,2001
2971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_AC.96_SR.594-EN,2012
2972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,22,0,0,A_55_PV.16-EN,2000
2973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,15,0,1,A_51_PV.65-EN,1996
2974,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,A_C.6_59_SR.8-EN,2005
2975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C-2_71_SR-13-EN,2016
2976,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,A_69_PV-53-EN,2014
2977,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_AC-109_2017_SR-1-EN,2017
2978,0,0,0,0,0,5,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,2,0,4,A_C.6_67_SR.24-EN,2012
2979,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,A_C-6_61_SR-10-EN,2006
2980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,A_C-6_71_SR-3-EN,2016
2981,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,A_C-6_66_SR-17-EN,2011
2982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,A_AC-96_SR-629-EN,2009
2983,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,A_C.3_54_SR.56-EN,1999
2984,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A_C.5_48_SR.58-EN,1994
2985,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,A_C-5_60_SR-59-EN,2006
2986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,A_C.5_67_SR.6-EN,2013
2987,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_AC.109_SR.1455-EN,1996
2988,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.5_57_SR.54-EN,2003
2989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,A_72_PV-85-EN,2018
2990,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A_C.5_52_SR.45-EN,1998
2991,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,26,1,0,A_56_PV.8-EN,2001
2992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.3_70_SR.57-EN,2016
2993,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.4_64_SR.5-EN,2009
2994,0,1,0,0,0,130,1,0,0,7,0,0,0,7,0,0,0,1,1,1,0,0,1,28,A_48_PV.87-EN,1994
2995,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,1,1,1,3,2,0,0,A_C.3_51_SR.47-EN,1997
2996,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,A_53_PV.32-EN,1998
2997,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,A_AC.109_PV.1434-EN,1994
2998,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,A_C.3_59_SR.25-EN,2004
2999,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,6,7,0,1,A_53_PV.42-EN,1998
3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.6_50_SR.11-EN,1995
3001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_69_PV.24-EN,2014
3002,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,A_C-1_73_PV-22-EN,2018
3003,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A_C.6_68_SR.18-EN,2013
3004,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,A_C.1_58_PV.2-EN,2003
3005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A_C.3_55_SR.42-EN,2000
3006,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,A_C.1_70_PV.11-EN,2015
3007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C-3_71_SR-42-EN,2016
3008,0,0,0,0,0,2,0,0,0,0,0,0,20,20,0,0,0,0,0,20,0,0,0,1,A_C.4_55_SR.24-EN,2001
3009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,A_AC.109_2016_SR.9-EN,2016
3010,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,A_C.3_54_SR.29-EN,2000
3011,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.4_54_SR.14-EN,1999
3012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_BUR_51_SR.6-EN,1997
3013,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,A_C-4_49_SR-26-EN,1994
3014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,A_ES-10_PV-18-EN,2002
3015,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,7,0,4,0,A_50_PV.13-EN,1995
3016,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,2,0,0,0,0,A_C.1_55_PV.27-EN,2000
3017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.6_65_SR.1-EN,2010
3018,1,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.5_63_SR.7-EN,2008
3019,0,0,0,0,0,3,0,0,0,0,0,0,4,4,0,1,0,0,0,6,0,0,0,1,A_C.3_64_SR.41-EN,2010
3020,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_AC.96_SR.655-EN,2011
3021,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,8,0,0,0,0,A_C-3_72_SR-43-EN,2017
3022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,A_63_PV.50-EN,2008
3023,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.5_49_SR.34-EN,1995
3024,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,A_50_PV.39-EN,1995
3025,0,0,0,0,0,1,2,0,0,0,1,1,16,16,0,0,0,1,5,16,0,0,0,1,A_C.1_56_PV.19-EN,2001
3026,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,A_49_PV.72-EN,1994
3027,0,0,0,0,0,2,0,0,0,0,0,0,8,8,0,0,0,0,0,10,0,0,0,3,A_C.3_61_SR.47-EN,2006
3028,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,A_C-1_71_PV-2-EN,2016
3029,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A_C.4_53_SR.2-EN,1998
3030,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,A_51_PV.46-EN,1996
3031,0,0,0,0,0,37,0,3,0,14,0,0,0,12,0,2,0,0,1,0,6,0,0,28,A_55_PV.84-EN,2000
3032,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,33,0,0,0,A_57_PV.48-EN,2002
3033,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A_C.5_73_SR.24-EN,2018
3034,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A_67_PV.91-EN,2013
3035,0,1,0,0,0,4,0,4,0,0,1,0,0,0,0,3,0,0,0,0,3,1,0,0,A_C-1_73_PV-23-EN,2018
3036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.4_67_SR.17-EN,2013
3037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.5_49_SR.48-EN,1995
3038,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,A_C-1_69_PV-10-EN,2014
3039,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,A_C.6_66_SR.18-EN,2011
3040,0,0,0,0,0,0,0,0,0,0,0,0,12,14,0,2,0,0,0,14,2,0,0,0,A_C-3_53_SR-50-EN,1999
3041,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_49_PV.64-EN,1994
3042,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,A_67_PV.41-EN,2013
3043,1,1,1,1,1,5,0,0,1,2,1,1,1,1,1,0,1,0,0,1,1,0,1,1,A_C.5_48_SR.27-EN,1994
3044,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,A_C.1_51_PV.26-EN,1996
3045,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A_60_PV-82-EN,2006
3046,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.5_60_SR.19-EN,2005
3047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A_C-2_70_SR-17-EN,2015
3048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.2_58_SR.32-EN,2003
3049,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,A_AC.96_SR.568-EN,2002
3050,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,10,0,0,A_C.6_60_SR.8-EN,2005
3051,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.2_54_SR.13-EN,1999
3052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C-2_52_SR-44-EN,1998
3053,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,A_C.6_58_SR.7-EN,2003
3054,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,A_59_PV-6-EN,2004
3055,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,A_C.2_50_SR.12-EN,1995
3056,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,19,0,0,A_52_PV-38-EN,1997
3057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.3_59_SR.8-EN,2005
3058,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,A_AC.115_PV.673-EN,1994
3059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.2_55_SR.30-EN,2000
3060,0,0,0,0,0,0,0,2,0,0,0,0,2,9,0,0,0,0,1,10,0,0,0,0,A_C.1_74_PV.23-EN,2019
3061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,A_68_PV.21-EN,2013
3062,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_68_PV.26-EN,2013
3063,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.3_49_SR.40-EN,1994
3064,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,A_C-5_72_SR-36-EN,2018
3065,0,0,0,0,0,26,0,0,0,0,0,0,3,3,0,0,0,0,0,3,1,1,0,0,A_C-5_53_SR-12-EN,1998
3066,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.5_49_SR.5-EN,1994
3067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A_C-4_54_SR-13-EN,1999
3068,0,0,0,0,0,0,1,0,0,0,0,0,8,8,0,0,0,0,0,8,0,0,0,1,A_C-3_72_SR-44-EN,2017
3069,0,0,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,0,0,0,1,0,0,2,A_51_PV.75-EN,1996
3070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,A_AC.96_SR.539-EN,1999
3071,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,A_C-4_59_SR-12-EN,2004
3072,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.3_61_SR.20-EN,2006
3073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,A_C-5_71_SR-36-EN,2017
3074,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A_C.5_55_SR.66-EN,2001
3075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.3_61_SR.13-EN,2006
3076,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A_C.5_55_SR.21-EN,2001
3077,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,11,8,0,0,A_52_PV.21-EN,1997
3078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,A_70_PV.15-EN,2015
3079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,A_C.3_73_SR.6-EN,2018
3080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.5_68_SR.23-EN,2014
3081,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.3_57_SR.35-EN,2003
3082,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,3,0,0,0,7,A_C.4_52_SR.9-EN,1997
3083,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,25,5,1,1,A_51_PV.67-EN,1996
3084,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,A_C-3_72_SR-32-EN,2018
3085,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,A_50_PV-68-EN,1995
3086,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,A_C.3_66_SR.21-EN,2012
3087,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A_C.3_67_SR.9-EN,2012
3088,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C-2_53_SR-19-EN,1998
3089,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,A_C.1_73_PV.2-EN,2018
3090,0,0,0,0,0,0,0,2,0,0,0,0,4,4,0,0,0,0,0,4,0,0,0,2,A_C.6_49_SR.37-EN,1994
3091,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,A_68_PV-79-EN,2014
3092,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A_C.4_57_SR.10-EN,2003
3093,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A_C.5_69_SR.25-EN,2015
3094,0,0,0,0,1,3,3,0,0,4,0,0,0,2,0,0,0,0,2,0,0,2,0,0,A_63_PV-104-EN,2009
3095,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,A_AC-183_SR-300-EN,2007
3096,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,A_C.6_62_SR.5-EN,2007
3097,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.3_61_SR.7-EN,2006
3098,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,A_C-2_71_SR-24-EN,2016
3099,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,1,0,A_C.5_57_SR.46-EN,2003
3100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.2_66_SR.20-EN,2011
3101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_CONF.192_PC_SR.8-EN,2000
3102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,A_C-4_72_SR-25-EN,2018
3103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,A_C-3_71_SR-37-EN,2016
3104,0,2,0,0,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,2,0,1,A_53_PV.92-EN,1998
3105,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.2_55_SR.17-EN,2000
3106,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,9,0,1,A_C.4_67_SR.24-EN,2013
3107,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,A_71_PV-8-EN,2016
3108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,A_C.5_66_SR.16-EN,2012
3109,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.4_58_SR.19-EN,2004
3110,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,A_C-1_68_PV-15-EN,2014
3111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A_C-4_54_SR-10-EN,1999
3112,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A_C.6_68_SR.17-EN,2013
3113,0,0,0,0,0,8,0,0,0,0,0,0,2,2,0,0,0,0,0,2,3,0,0,0,A_C.6_56_SR.24-EN,2001
3114,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,A_C.5_51_SR.54-EN,1997
3115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,A_C.3_50_SR.17-EN,1995
3116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,A_C.5_73_SR.23-EN,2018
3117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_HRC_5_SR.8-EN,2007
3118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.6_55_SR.34-EN,2000
3119,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C-3_53_SR-2-EN,1998
3120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_ES-10_PV-25-EN,2004
3121,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.3_62_SR.5-EN,2007
3122,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,1,0,0,0,4,0,0,0,0,A_C-3_71_SR-51-EN,2017
3123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,A_C.3_56_SR.41-EN,2001
3124,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,11,0,0,A_52_PV-52-EN,1998
3125,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,A_C.2_63_SR.27-EN,2009
3126,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,0,A_61_PV.23-EN,2006
3127,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A_66_PV-107-EN,2012
3128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.6_73_SR.3-EN,2018
3129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2,3,0,1,A_71_PV-37-EN,2016
3130,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,A_C.5_67_SR.19-EN,2013
3131,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,A_C.5_57_SR.21-EN,2003
3132,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_72_PV-2-EN,2017
3133,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,A_C.3_58_SR.61-EN,2003
3134,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.6_58_SR.2-EN,2003
3135,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,A_C.1_49_PV.11-EN,1994
3136,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.5_66_SR.6-EN,2011
3137,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,A_C-5_54_SR-61-EN,2000
3138,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A_C-4_72_SR-8-EN,2018
3139,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,A_C.5_62_SR.45-EN,2008
3140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_CONF-183_SR-2-EN,1998
3141,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A_C.1_55_PV.12-EN,2000
3142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_62_PV.96-EN,2008
3143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,A_C.2_48_SR.39-EN,1994
3144,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,A_49_PV.13-EN,1994
3145,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,A_C-5_72_SR-18-EN,2018
3146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.6_60_SR.15-EN,2005
3147,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,A_56_PV.56-EN,2001
3148,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,A_C.3_70_SR.41-EN,2015
3149,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_AC-183_SR-334-EN,2011
3150,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.3_59_SR.27-EN,2004
3151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.2_52_SR.23-EN,1997
3152,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,A_C.5_48_SR.63-EN,1994
3153,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C-6_50_SR-28-EN,1995
