,May I take it that the assembly wishes to take note of those items that remain open for consideration,The agenda was adopted,Amend the agenda to,I have been authorized to make the following statement on behalf of the assembly,Refer the matter,Report of the Committee,Point of Order,Right of reply,To adjourn the debate,May I take it that it is the wish of the General Assembly to conclude its consideration,To suspend the meeting,To adjourn the meeting,To introduce a draft amendment to the draft resolution,The Assembly will now take a decision on draft resolution,Objection to consideration of the question,To withdraw,Reconsideration of the,Appoint a Committee,A recorded vote has been requested,A paragraph-by-paragraph vote on the draft resolution,Sanctions,Peacekeeping,Peacemaking,The draft resolution was adopted,meeting,date
8792,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.2_55_SR.26-EN,2000
8793,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A_C.1_58_PV.4-EN,2003
8794,0,0,0,0,0,7,0,0,0,1,0,0,0,1,0,1,0,0,0,0,3,0,0,2,A_71_PV-61-EN,2016
8795,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_AC-109_2012_SR-2-EN,2012
8796,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_63_PV.77-EN,2009
8797,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,A_C.5_58_SR.48-EN,2004
8798,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_HRC_6_SR.34-EN,2008
8799,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,A_C.3_63_SR.14-EN,2008
8800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,A_67_PV.25-EN,2012
8801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_S-26_PV.5-EN,2001
8802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.2_51_SR.19-EN,1997
8803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_AC.96_SR.502-EN,1996
8804,0,1,0,0,0,2,0,1,0,0,0,0,17,17,0,1,1,0,0,17,0,0,0,3,A_C.2_55_SR.42-EN,2001
8805,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,A_C-3_56_SR-16-EN,2001
8806,0,2,0,0,0,0,0,8,0,1,0,0,0,0,0,1,0,0,0,0,1,6,0,0,A_72_PV-23-EN,2017
8807,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,2,2,0,1,A_70_PV.72-EN,2015
8808,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,A_59_PV.82-EN,2005
8809,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,A_ES-10_PV.9-EN,1998
8810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.6_52_SR.27-EN,1998
8811,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.2_54_SR.18-EN,1999
8812,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_HRC_1_SR.16-EN,2010
8813,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_AC.109_2009_SR.3-EN,2009
8814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.3_69_SR.40-EN,2015
8815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.3_56_SR.1-EN,2001
8816,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.5_49_SR.8-EN,1994
8817,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,1,A_C.3_58_SR.49-EN,2003
8818,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.4_62_SR.2-EN,2007
8819,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,A_C.3_61_SR.9-EN,2006
8820,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,A_C.5_65_SR.10-EN,2010
8821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,A_C.3_54_SR.28-EN,1999
8822,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,1,A_C.2_61_SR.25-EN,2006
8823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_71_PV-7-EN,2016
8824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.5_70_SR.29-EN,2016
8825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_61_PV.70-EN,2006
8826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A_HRC_1_SR-3-EN,2006
8827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_65_PV.98-EN,2011
8828,0,1,0,0,0,2,0,1,0,0,0,0,13,13,0,0,0,0,0,13,0,0,0,0,A_C-4_72_SR-28-EN,2018
8829,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,A_C-6_73_SR-2-EN,2018
8830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A_C.2_58_SR.3-EN,2003
8831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,A_C-1_68_PV-7-EN,2013
8832,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A_C.2_67_SR.23-EN,2012
8833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.3_54_SR.34-EN,1999
8834,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.5_48_SR.23-EN,1994
8835,0,0,0,0,1,3,0,0,0,0,0,0,3,3,0,0,0,0,0,3,1,1,0,0,A_C-6_66_SR-27-EN,2011
8836,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_AC-109_1999_SR-2-EN,1999
8837,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,A_C.3_57_SR.7-EN,2003
8838,0,0,0,0,0,1,0,0,0,0,0,0,6,6,0,0,0,0,7,10,0,0,0,0,A_C.1_57_PV.21-EN,2002
8839,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_AC.109_PV.1448-EN,1995
8840,0,0,0,0,0,2,0,6,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,A_C.3_62_SR.39-EN,2007
8841,1,0,0,1,0,0,0,1,0,1,0,0,7,7,0,0,0,0,4,11,2,2,0,2,A_C.3_51_SR.20-EN,1997
8842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.4_66_SR.9-EN,2012
8843,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A_C.5_67_SR.34-EN,2013
8844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A_C.5_52_SR.54-EN,1998
8845,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.5_49_SR.27-EN,1994
8846,0,0,0,0,0,2,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,3,2,A_49_PV.93-EN,1994
8847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C-3_53_SR-3-EN,1998
8848,0,0,1,0,0,3,0,1,0,3,0,0,1,4,0,0,0,0,4,1,1,3,0,2,A_54_PV.80-EN,1999
8849,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.3_62_SR.35-EN,2008
8850,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,1,A_54_PV.67-EN,1999
8851,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_AC.96_SR.515-EN,1996
8852,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,A_C-3_53_SR-18-EN,1999
8853,0,0,0,0,0,3,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A_70_PV.111-EN,2016
8854,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.3_49_SR.2-EN,1994
8855,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.4_54_SR.8-EN,1999
8856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,A_C.2_73_SR.3-EN,2018
8857,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.3_62_SR.37-EN,2007
8858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.6_51_SR.1-EN,1996
8859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,A_C.6_51_SR.33-EN,1996
8860,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.5_51_SR.20-EN,1997
8861,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_CONF.211_SR.6-EN,2009
8862,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.6_73_SR.27-EN,2018
8863,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,A_C.3_74_SR.11-EN,2020
8864,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A_AC-109_2019_SR-5-EN,2019
8865,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,A_C.5_57_SR.17-EN,2002
8866,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_70_PV.88-EN,2016
8867,0,0,0,0,0,3,0,0,0,0,0,0,11,11,0,0,0,0,0,11,1,0,0,1,A_C-3_72_SR-51-EN,2018
8868,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_AC.183_SR.267-EN,2002
8869,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,A_C-1_70_PV-4-EN,2015
8870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,A_C.3_52_SR.23-EN,1997
8871,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_BUR_56_SR.3-EN,2001
8872,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,A_C-6_72_SR-7-EN,2017
8873,0,1,0,0,0,21,2,0,0,18,0,0,0,12,0,0,0,0,38,3,0,0,0,48,A_53_PV.79-EN,1998
8874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,A_C.5_74_SR.8-EN,2020
8875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,A_C-1_71_PV-4-EN,2016
8876,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,A_73_PV.29-EN,2018
8877,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.5_63_SR.21-EN,2009
8878,0,0,0,0,0,2,0,0,0,0,0,0,12,12,0,0,0,0,9,13,0,0,0,2,A_C.1_59_PV.18-EN,2004
8879,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,A_C.1_54_PV.11-EN,1999
8880,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,A_AC.109_2012_SR.11-EN,2012
8881,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,10,0,0,A_59_PV.40-EN,2004
8882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C-2_72_SR-18-EN,2017
8883,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_66_PV.113-EN,2012
8884,0,0,0,0,1,0,1,2,0,0,0,0,14,14,0,0,0,0,0,14,1,0,0,1,A_C.3_64_SR.42-EN,2010
8885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_63_PV.92-EN,2009
8886,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,A_C.5_60_SR.3-EN,2005
8887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,A_55_PV.48-EN,2000
8888,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,A_AC-183_PV-380-EN,2016
8889,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,4,0,0,A_C.6_63_SR.12-EN,2008
8890,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,4,0,0,A_C.5_53_SR.63-EN,1999
8891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,A_60_PV.33-EN,2005
8892,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,A_60_PV.52-EN,2005
8893,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,A_AC.183_SR.341-EN,2012
8894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_CONF.192_PC_SR.33-EN,2001
8895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,A_60_PV.13-EN,2005
8896,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.5_65_SR.13-EN,2010
8897,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,A_C-3_59_SR-14-EN,2004
8898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A_AC.96_SR.526-EN,1998
8899,0,1,0,0,0,0,1,0,0,0,0,0,7,7,0,0,0,7,7,7,0,0,0,0,A_C.2_49_SR.13-EN,1994
8900,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.4_52_SR.24-EN,1997
8901,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,A_AC.109_2002_SR.8-EN,2002
8902,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A_C-6_72_SR-3-EN,2017
8903,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,A_C-5_53_SR-38-EN,1998
8904,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A_73_PV.66-EN,2019
8905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.3_64_SR.7-EN,2009
8906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C-6_51_SR-35-EN,1996
8907,0,0,0,0,0,3,0,0,0,0,0,0,6,6,0,2,0,0,0,6,0,0,0,1,A_C.3_59_SR.53-EN,2004
8908,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A_49_PV.97-EN,1995
8909,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,A_C-3_72_SR-33-EN,2018
8910,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,A_C.1_74_PV.17-EN,2019
8911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,A_49_PV.16-EN,1994
8912,0,0,0,0,0,0,0,1,0,0,0,0,16,16,0,0,0,0,0,16,0,0,0,2,A_C.3_48_SR.54-EN,1994
8913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.3_69_SR.25-EN,2014
8914,0,0,0,0,1,58,0,0,0,21,0,0,0,19,0,0,0,0,2,0,0,0,0,35,A_56_PV.90-EN,2001
8915,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,5,0,0,A_72_PV-69-EN,2017
8916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A_CONF.183_C.1_SR.14-EN,1998
8917,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,A_C.5_74_SR.5-EN,2020
8918,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C-2_72_SR-12-EN,2017
8919,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.3_59_SR.33-EN,2004
8920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.2_63_SR.3-EN,2008
8921,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,A_C.5_49_SR.46-EN,1995
8922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_AC.109_2000_SR.1-EN,2001
8923,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,A_C.6_74_SR.7-EN,2020
8924,0,0,0,0,0,1,0,0,0,0,0,0,4,4,0,0,0,0,0,4,3,0,0,0,A_C.3_67_SR.43-EN,2013
8925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.5_68_SR.1-EN,2013
8926,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,A_C-5_68_SR-40-EN,2014
8927,0,0,0,0,0,0,0,1,0,0,0,0,6,7,0,0,0,0,7,7,0,1,0,1,A_C.1_67_PV.20-EN,2013
8928,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.5_50_SR.8-EN,1995
8929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.2_64_SR.14-EN,2009
8930,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,A_C.1_61_PV.17-EN,2006
8931,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,A_C-5_71_SR-17-EN,2017
8932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.5_52_SR.49-EN,1998
8933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.2_63_SR.18-EN,2008
8934,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A_52_PV.25-EN,1997
8935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,A_C.3_73_SR.39-EN,2019
8936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A_C.1_55_PV.11-EN,2001
8937,0,0,0,0,0,0,1,2,1,1,0,0,1,1,0,0,0,0,6,1,1,0,0,0,A_50_PV.47-EN,1995
8938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.2_57_SR.8-EN,2003
8939,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_48_PV.99-EN,1994
8940,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,A_C.5_74_SR.9-EN,2020
8941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.3_52_SR.6-EN,1998
8942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,A_71_PV-47-EN,2016
8943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_66_PV-35-EN,2012
8944,0,0,0,0,0,1,0,0,0,0,0,0,3,4,0,0,0,0,8,5,0,0,0,0,A_C.1_68_PV.24-EN,2013
8945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,1,A_C.1_55_PV.9-EN,2000
8946,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,A_C.5_54_SR.73-EN,2000
8947,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,3,0,1,0,0,0,A_50_PV.79-EN,1995
8948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A_C.5_60_SR.42-EN,2006
8949,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_AC.159_SR.442-EN,1996
8950,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.5_50_SR.26-EN,1995
8951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.4_63_SR.19-EN,2008
8952,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,3,0,0,A_C.6_59_SR.23-EN,2004
8953,1,1,1,1,1,4,1,0,1,1,1,1,15,15,1,0,1,0,0,15,0,0,0,5,A_C.2_48_SR.48-EN,1994
8954,7,0,0,7,0,1,0,6,0,7,0,0,0,0,0,1,0,0,0,0,3,1,0,0,A_C-1_67_PV-4-EN,2013
8955,1,3,0,0,0,157,2,4,0,34,0,0,4,36,0,0,0,0,23,13,1,0,0,63,A_74_PV.52-EN,2019
8956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1,0,0,A_54_PV.10-EN,1999
8957,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,12,24,0,1,A_54_PV.7-EN,1999
8958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,A_C.4_68_SR.21-EN,2014
8959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,A_AC.96_SR.591-EN,2005
8960,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,6,0,0,0,0,A_C.2_60_SR.39-EN,2006
8961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.5_54_SR.36-EN,1999
8962,1,7,0,0,0,61,1,0,0,6,1,0,1,18,0,0,0,0,4,12,0,7,0,35,A_61_PV-84-EN,2006
8963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,A_66_PV.28-EN,2011
8964,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_58_PV.88-EN,2004
8965,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,A_C.4_56_SR.7-EN,2001
8966,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.5_56_SR.42-EN,2002
8967,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,5,0,0,A_C-4_73_SR-29-EN,2019
8968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,0,A_49_PV.66-EN,1994
8969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_71_PV-25-EN,2016
8970,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,A_C.6_74_SR.10-EN,2020
8971,0,0,0,1,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,1,1,0,0,0,A_C.1_61_PV.13-EN,2006
8972,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,33,0,0,A_55_PV.15-EN,2000
8973,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,A_C.3_65_SR.9-EN,2010
8974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_62_PV-106-EN,2008
8975,0,0,0,0,0,10,1,2,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,A_C.4_56_SR.15-EN,2001
8976,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,A_AC-183_SR-211-EN,1994
8977,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,A_C-5_72_SR-34-EN,2018
8978,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,A_C.3_54_SR.31-EN,1999
8979,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.5_58_SR.33-EN,2004
8980,0,1,0,0,0,3,0,0,0,0,0,0,21,21,0,1,0,0,0,22,1,16,0,1,A_C.5_53_SR.62-EN,1999
8981,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.5_48_SR.52-EN,1994
8982,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_71_PV-52-EN,2016
8983,1,2,1,1,1,3,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,A_AC.109_1999_SR.8-EN,1999
8984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.3_57_SR.8-EN,2002
8985,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_66_PV.105-EN,2012
8986,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.1_64_PV.16-EN,2009
8987,0,2,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,6,0,0,0,2,A_C.2_57_SR.41-EN,2002
8988,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,A_C.5_60_SR.51-EN,2006
8989,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,A_C.5_51_SR.9-EN,1997
